formula_pretty,energy_above_hull,Delta_R_mm,match_atoms,dop_element,matrix_element,dop_oxi,matrix_oxi,Delta_R_md,abs_Delta_R_md,abs_Delta_eln,coordination,name_maxr,name_mine,concentration,electrons_nuber,E_mine_UP,E_maxr_UP,calc_name_mine,calc_name_maxr,d_energy_dft,concentration_dft,bond_energy_dft
Li8SiO6,0.0,0.56,"['Li', 'Si']",Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-28549_Li8SiO6_Mg_Li_max_r,POSCAR_mp-28549_Li8SiO6_Mg_Li_min_e,0.02,384.0,-657.4011840820312,-656.829345703125,mp-28549_Li8SiO6_Mg_Li_min_e_c4.1mm.1,mp-28549_Li8SiO6_Mg_Li_max_r_c4.1mm.1,1.0853288150000147,0.0018179400673941578,-0.6666462399999773
Li5AlO4,0.0,0.34,"['Li', 'Al']",Co,Al,4.0,3.0,0.03,0.03,0.27,4,POSCAR_mp-15960_Li5AlO4_Co_Al_max_r,POSCAR_mp-15960_Li5AlO4_Co_Al_min_e,0.14,261.0,-432.7995910644531,-432.36322021484375,mp-15960_Li5AlO4_Co_Al_min_e_c4.1mm.1,mp-15960_Li5AlO4_Co_Al_max_r_c4.1mm.1,1.127336999999974,0.0031841626540065606,-0.5610837099999912
Li3AlN2,0.0,0.34,"['Li', 'Al']",Cr,Al,4.0,3.0,0.05,0.05,0.05,4,POSCAR_mp-13944_Li3AlN2_Cr_Al_max_r,POSCAR_mp-13944_Li3AlN2_Cr_Al_min_e,0.07,258.0,-500.7949523925781,-500.6897277832031,mp-13944_Li3AlN2_Cr_Al_min_e_c4.1mm.1,mp-13944_Li3AlN2_Cr_Al_max_r_c4.1mm.1,1.1283052083333658,0.002452596897542012,-0.15322605000000067
Li4SiO4,0.0,0.56,"['Li', 'Si']",Mg,Li,2.0,1.0,-0.13,0.13,0.33,5,POSCAR_mp-11737_Li4SiO4_Mg_Li_max_r,POSCAR_mp-11737_Li4SiO4_Mg_Li_min_e,0.03,256.0,-429.2710876464844,-428.5189514160156,mp-11737_Li4SiO4_Mg_Li_min_e_c5.1mm.1,mp-11737_Li4SiO4_Mg_Li_max_r_c5.1mm.1,1.13671654999996,0.001348426190823294,-0.8070534299999963
Li4SiO4,0.0,0.56,"['Li', 'Si']",Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-11737_Li4SiO4_Mg_Li_max_r,POSCAR_mp-11737_Li4SiO4_Mg_Li_min_e,0.03,256.0,-429.2710876464844,-428.5189514160156,mp-11737_Li4SiO4_Mg_Li_min_e_c4.1mm.1,mp-11737_Li4SiO4_Mg_Li_max_r_c4.1mm.1,1.13671654999996,0.001348426190823294,-0.8070534299999963
Li3AlN2,0.0,0.34,"['Li', 'Al']",Mn,Al,4.0,3.0,0.0,0.0,0.06,4,POSCAR_mp-13944_Li3AlN2_Mn_Al_max_r,POSCAR_mp-13944_Li3AlN2_Mn_Al_min_e,0.07,259.0,-499.322021484375,-499.3159484863281,mp-13944_Li3AlN2_Mn_Al_min_e_c4.1mm.1,mp-13944_Li3AlN2_Mn_Al_max_r_c4.1mm.1,1.1404729430882163,0.0022850885525683012,-0.1945981200000233
LiAlO2,0.01,0.34,"['Li', 'Al']",Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-3427_LiAlO2_Mg_Li_max_r,POSCAR_mp-3427_LiAlO2_Mg_Li_min_e,0.03,512.0,-842.668701171875,-842.2537841796875,mp-3427_LiAlO2_Mg_Li_min_e_c4.1mm.1,mp-3427_LiAlO2_Mg_Li_max_r_c4.1mm.1,1.1471101099999714,0.0012693569750644093,-0.41529669999999896
Li7La3Zr2O12,0.01,0.05,"['Li', 'Zr']",Nb,Zr,5.0,4.0,-0.11,0.11,0.27,6,POSCAR_mp-942733_Li7La3Zr2O12_Nb_Zr_max_r,POSCAR_mp-942733_Li7La3Zr2O12_Nb_Zr_min_e,0.07,1088.0,-1366.0675048828125,-1366.015869140625,mp-942733_Li7La3Zr2O12_Nb_Zr_min_e_c6.1mm.1,mp-942733_Li7La3Zr2O12_Nb_Zr_max_r_c6.1mm.1,1.197205352499907,0.001774716208776242,No
Li4SiO4,0.0,0.56,"['Li', 'Si']",As,Si,5.0,4.0,0.29,0.29,0.28,4,POSCAR_mp-11737_Li4SiO4_As_Si_max_r,POSCAR_mp-11737_Li4SiO4_As_Si_min_e,0.14,256.0,-423.2121276855469,-422.3782958984375,mp-11737_Li4SiO4_As_Si_min_e_c4.1mm.1,mp-11737_Li4SiO4_As_Si_max_r_c4.1mm.1,1.200329849999946,0.0018630977156425198,-0.8473404300000311
Li3GaN2,0.0,0.2,"['Li', 'Ga']",Mn,Ga,4.0,3.0,-0.17,0.17,0.26,4,POSCAR_mp-3887_Li3GaN2_Mn_Ga_max_r,POSCAR_mp-3887_Li3GaN2_Mn_Ga_min_e,0.07,259.0,-461.4114685058594,-461.4416809082031,mp-3887_Li3GaN2_Mn_Ga_min_e_c4.1mm.1,mp-3887_Li3GaN2_Mn_Ga_max_r_c4.1mm.1,1.265798171617659,0.0011027088327530076,-0.04956490000000713
LiAlO2,0.01,0.34,"['Li', 'Al']",Cr,Al,4.0,3.0,0.05,0.05,0.05,4,POSCAR_mp-3427_LiAlO2_Cr_Al_max_r,POSCAR_mp-3427_LiAlO2_Cr_Al_min_e,0.03,514.0,-841.705078125,-841.4437255859375,mp-3427_LiAlO2_Cr_Al_min_e_c4.1mm.1,mp-3427_LiAlO2_Cr_Al_max_r_c4.1mm.1,1.307514032222219,0.0004995385584635137,-0.4762385899999799
LiBeN,0.0,0.73,"['Li', 'Be']",Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-29463_LiBeN_Mg_Li_max_r,POSCAR_mp-29463_LiBeN_Mg_Li_min_e,0.03,256.0,-530.5731201171875,-530.2911987304688,mp-29463_LiBeN_Mg_Li_min_e_c4.1mm.1,mp-29463_LiBeN_Mg_Li_max_r_c4.1mm.1,1.310674299999917,0.0004904440176989356,-0.42134371999998166
Li5AlO4,0.0,0.34,"['Li', 'Al']",Cr,Al,4.0,3.0,0.05,0.05,0.05,4,POSCAR_mp-7535_Li5AlO4_Cr_Al_max_r,POSCAR_mp-7535_Li5AlO4_Cr_Al_min_e,0.07,514.0,-878.97119140625,-878.0576782226562,mp-7535_Li5AlO4_Cr_Al_min_e_c4.1mm.1,mp-7535_Li5AlO4_Cr_Al_max_r_c4.1mm.1,1.3191445399999644,0.0010439684150292537,-0.9391383699999096
Li8SiO6,0.0,0.56,"['Li', 'Si']",As,Si,5.0,4.0,0.29,0.29,0.28,4,POSCAR_mp-28549_Li8SiO6_As_Si_max_r,POSCAR_mp-28549_Li8SiO6_As_Si_min_e,0.14,384.0,-650.83544921875,-650.3985595703125,mp-28549_Li8SiO6_As_Si_min_e_c4.1mm.1,mp-28549_Li8SiO6_As_Si_max_r_c4.1mm.1,1.3612310899999898,0.0010339038730230786,-0.4386431799999855
Li5AlO4,0.0,0.34,"['Li', 'Al']",Mn,Al,4.0,3.0,0.0,0.0,0.06,4,POSCAR_mp-15960_Li5AlO4_Mn_Al_max_r,POSCAR_mp-15960_Li5AlO4_Mn_Al_min_e,0.14,259.0,-436.6548156738281,-436.1493225097656,mp-15960_Li5AlO4_Mn_Al_min_e_c4.1mm.1,mp-15960_Li5AlO4_Mn_Al_max_r_c4.1mm.1,1.3931717274999755,0.0006788457226713905,-0.6432116900000437
Li5AlO4,0.0,0.34,"['Li', 'Al']",Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-15960_Li5AlO4_Mg_Li_max_r,POSCAR_mp-15960_Li5AlO4_Mg_Li_min_e,0.03,256.0,-438.1613159179688,-437.65667724609375,mp-15960_Li5AlO4_Mg_Li_min_e_c4.1mm.1,mp-15960_Li5AlO4_Mg_Li_max_r_c4.1mm.1,1.4116733849999505,0.00027262770780127663,-0.5203241899999966
Li5AlO4,0.0,0.34,"['Li', 'Al']",Ge,Al,4.0,3.0,0.0,0.0,0.4,4,POSCAR_mp-7535_Li5AlO4_Ge_Al_max_r,POSCAR_mp-7535_Li5AlO4_Ge_Al_min_e,0.07,512.0,-877.1165161132812,-876.1815795898438,mp-7535_Li5AlO4_Ge_Al_min_e_c4.1mm.1,mp-7535_Li5AlO4_Ge_Al_max_r_c4.1mm.1,1.4329715424999634,0.0005386142383744731,-0.9431600599999683
Li5AlO4,0.0,0.34,"['Li', 'Al']",Ti,Al,4.0,3.0,0.08,0.08,0.07,4,POSCAR_mp-7535_Li5AlO4_Ti_Al_max_r,POSCAR_mp-7535_Li5AlO4_Ti_Al_min_e,0.07,512.0,-883.8800659179688,-882.88330078125,mp-7535_Li5AlO4_Ti_Al_min_e_c4.1mm.1,mp-7535_Li5AlO4_Ti_Al_max_r_c4.1mm.1,1.5349732424999871,0.00029766434016736026,-0.9717661600000156
Li3GaN2,0.0,0.2,"['Li', 'Ga']",Cr,Ga,4.0,3.0,-0.13,0.13,0.15,4,POSCAR_mp-3887_Li3GaN2_Cr_Ga_max_r,POSCAR_mp-3887_Li3GaN2_Cr_Ga_min_e,0.07,258.0,-462.9845581054688,-462.96197509765625,mp-3887_Li3GaN2_Cr_Ga_min_e_c4.1mm.1,mp-3887_Li3GaN2_Cr_Ga_max_r_c4.1mm.1,1.6114410837499769,0.0001478167294842836,-0.06549238999997442
Li5AlO4,0.0,0.34,"['Li', 'Al']",Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-7535_Li5AlO4_Mg_Li_max_r,POSCAR_mp-7535_Li5AlO4_Mg_Li_min_e,0.01,512.0,-879.8001098632812,-878.8250732421875,mp-7535_Li5AlO4_Mg_Li_min_e_c4.1mm.1,mp-7535_Li5AlO4_Mg_Li_max_r_c4.1mm.1,1.6143306149998935,8.392029232842204e-05,-1.0039959299999737
Li3AlN2,0.0,0.34,"['Li', 'Al']",Co,Al,4.0,3.0,0.03,0.03,0.27,4,POSCAR_mp-13944_Li3AlN2_Co_Al_max_r,POSCAR_mp-13944_Li3AlN2_Co_Al_min_e,0.07,261.0,-495.6875915527344,-495.8045349121094,mp-13944_Li3AlN2_Co_Al_min_e_c4.1mm.1,mp-13944_Li3AlN2_Co_Al_max_r_c4.1mm.1,1.6723199458332836,0.00010375437423743117,-0.4275026999999909
LiAlO2,0.01,0.34,"['Li', 'Al']",Co,Al,4.0,3.0,0.03,0.03,0.27,4,POSCAR_mp-3427_LiAlO2_Co_Al_max_r,POSCAR_mp-3427_LiAlO2_Co_Al_min_e,0.03,517.0,-836.9754638671875,-836.9550170898438,mp-3427_LiAlO2_Co_Al_min_e_c4.1mm.1,mp-3427_LiAlO2_Co_Al_max_r_c4.1mm.1,1.741954607499967,3.9959541954078215e-05,-0.39924877999999353
Li5AlO4,0.0,0.34,"['Li', 'Al']",Co,Al,4.0,3.0,0.03,0.03,0.27,4,POSCAR_mp-7535_Li5AlO4_Co_Al_max_r,POSCAR_mp-7535_Li5AlO4_Co_Al_min_e,0.07,517.0,-874.2679443359375,-873.587158203125,mp-7535_Li5AlO4_Co_Al_min_e_c4.1mm.1,mp-7535_Li5AlO4_Co_Al_max_r_c4.1mm.1,1.7789489800000151,7.206027245608288e-05,-0.8867999099999224
LiCl,0.0,-1.0,no,Mg,Li,2.0,1.0,-0.05,0.05,0.33,6,POSCAR_mp-22905_LiCl_Mg_Li_max_r,POSCAR_mp-22905_LiCl_Mg_Li_min_e,0.03,256.0,-231.7366638183593,-231.52392578125,mp-22905_LiCl_Mg_Li_min_e_c6.1mm.1,mp-22905_LiCl_Mg_Li_max_r_c6.1mm.1,1.900391720000016,1.5906399112979733e-05,-0.219493099999994
Li3GaN2,0.0,0.2,"['Li', 'Ga']",Co,Ga,4.0,3.0,-0.15,0.15,0.07,4,POSCAR_mp-3887_Li3GaN2_Co_Ga_max_r,POSCAR_mp-3887_Li3GaN2_Co_Ga_min_e,0.07,261.0,-457.8909606933594,-457.9333801269531,mp-3887_Li3GaN2_Co_Ga_min_e_c4.1mm.1,mp-3887_Li3GaN2_Co_Ga_max_r_c4.1mm.1,1.9225181383333094,2.4225012299034027e-05,-0.014381630000002588
LiI,0.03,-1.0,no,Mg,Li,2.0,1.0,-0.05,0.05,0.33,6,POSCAR_mp-22899_LiI_Mg_Li_max_r,POSCAR_mp-22899_LiI_Mg_Li_min_e,0.03,256.0,-182.34396362304688,-182.2108917236328,mp-22899_LiI_Mg_Li_min_e_c6.1mm.1,mp-22899_LiI_Mg_Li_max_r_c6.1mm.1,1.9529390100000228,1.1719029671610803e-05,-0.18556857999999465
LiBr,0.01,-1.0,no,Mg,Li,2.0,1.0,-0.05,0.05,0.33,6,POSCAR_mp-23259_LiBr_Mg_Li_max_r,POSCAR_mp-23259_LiBr_Mg_Li_min_e,0.03,256.0,-207.31442260742188,-207.12008666992188,mp-23259_LiBr_Mg_Li_min_e_c6.1mm.1,mp-23259_LiBr_Mg_Li_max_r_c6.1mm.1,1.9720926899999824,1.0484053448455327e-05,-0.21411018999998532
Li9S3N,0.0,-1.0,no,Mg,Li,2.0,1.0,-0.05,0.05,0.33,6,POSCAR_mp-557964_Li9S3N_Mg_Li_max_r,POSCAR_mp-557964_Li9S3N_Mg_Li_min_e,0.01,256.0,-408.0582885742188,-407.5360412597656,mp-557964_Li9S3N_Mg_Li_min_e_c6.1mm.1,mp-557964_Li9S3N_Mg_Li_max_r_c6.1mm.1,2.053047070000048,6.548201184081608e-06,-0.21602456999994502
Li9S3N,0.0,-1.0,no,Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-557964_Li9S3N_Mg_Li_max_r,POSCAR_mp-557964_Li9S3N_Mg_Li_min_e,0.01,256.0,-408.0582885742188,-407.5360412597656,mp-557964_Li9S3N_Mg_Li_min_e_c4.1mm.1,mp-557964_Li9S3N_Mg_Li_max_r_c4.1mm.1,2.053047070000048,6.548201184081608e-06,-0.21602440999998862
Li5AlO4,0.0,0.34,"['Li', 'Al']",Mn,Al,4.0,3.0,0.0,0.0,0.06,4,POSCAR_mp-7535_Li5AlO4_Mn_Al_max_r,POSCAR_mp-7535_Li5AlO4_Mn_Al_min_e,0.07,515.0,-877.9620361328125,-877.1702270507812,mp-7535_Li5AlO4_Mn_Al_min_e_c4.1mm.1,mp-7535_Li5AlO4_Mn_Al_max_r_c4.1mm.1,2.060184937499912,1.4047017702929686e-05,-1.0089312199999085
LiAlO2,0.01,0.34,"['Li', 'Al']",Mn,Al,4.0,3.0,0.0,0.0,0.06,4,POSCAR_mp-3427_LiAlO2_Mn_Al_max_r,POSCAR_mp-3427_LiAlO2_Mn_Al_min_e,0.03,515.0,-840.7011108398438,-840.6083374023438,mp-3427_LiAlO2_Mn_Al_min_e_c4.1mm.1,mp-3427_LiAlO2_Mn_Al_max_r_c4.1mm.1,2.148627858749933,3.7565016924710403e-06,-0.3985759600000165
LiI,0.03,-1.0,no,Mg,Li,2.0,1.0,-0.05,0.05,0.33,6,POSCAR_mp-568273_LiI_Mg_Li_max_r,POSCAR_mp-568273_LiI_Mg_Li_min_e,0.17,64.0,-42.45139694213867,-42.45447540283203,mp-568273_LiI_Mg_Li_min_e_c6.1mm.1,mp-568273_LiI_Mg_Li_max_r_c6.1mm.1,2.5368668700000114,3.930904934421179e-07,-0.026750180000000512
Li8ZrO6,0.0,0.05,"['Li', 'Zr']",V,Zr,5.0,4.0,-0.25,0.25,0.3,6,POSCAR_mp-755225_Li8ZrO6_V_Zr_max_r,POSCAR_mp-755225_Li8ZrO6_V_Zr_min_e,0.09,664.0,-1025.518310546875,-1025.3988037109375,mp-755225_Li8ZrO6_V_Zr_min_e_c6.1mm.1,mp-755225_Li8ZrO6_V_Zr_max_r_c6.1mm.1,No,No,-0.14747482999996464
Li7Nd3Zr2O12,0.01,0.05,"['Li', 'Zr']",Hf,Nd,4.0,3.0,-0.25,0.25,0.16,8,POSCAR_mp-1198740_Li7Nd3Zr2O12_Hf_Nd_max_r,POSCAR_mp-1198740_Li7Nd3Zr2O12_Hf_Nd_min_e,0.04,1149.0,-1361.1865234375,-1361.1451416015625,mp-1198740_Li7Nd3Zr2O12_Hf_Nd_min_e_c8.1mm.1,mp-1198740_Li7Nd3Zr2O12_Hf_Nd_max_r_c8.1mm.1,No,No,No
Li7Nd3Zr2O12,0.01,0.05,"['Li', 'Zr']",Nb,Zr,5.0,4.0,-0.11,0.11,0.27,6,POSCAR_mp-1198740_Li7Nd3Zr2O12_Nb_Zr_max_r,POSCAR_mp-1198740_Li7Nd3Zr2O12_Nb_Zr_min_e,0.07,1160.0,-1356.0755615234375,-1356.0870361328125,mp-1198740_Li7Nd3Zr2O12_Nb_Zr_min_e_c6.1mm.1,mp-1198740_Li7Nd3Zr2O12_Nb_Zr_max_r_c6.1mm.1,No,No,No
Li7Nd3Zr2O12,0.01,0.05,"['Li', 'Zr']",V,Zr,5.0,4.0,-0.25,0.25,0.3,6,POSCAR_mp-1198740_Li7Nd3Zr2O12_V_Zr_max_r,POSCAR_mp-1198740_Li7Nd3Zr2O12_V_Zr_min_e,0.07,1152.0,-1350.978759765625,-1351.075927734375,mp-1198740_Li7Nd3Zr2O12_V_Zr_min_e_c6.1mm.1,mp-1198740_Li7Nd3Zr2O12_V_Zr_max_r_c6.1mm.1,No,No,No
Li7Nd3Zr2O12,0.01,0.05,"['Li', 'Zr']",Ta,Zr,5.0,4.0,-0.11,0.11,0.17,6,POSCAR_mp-1198740_Li7Nd3Zr2O12_Ta_Zr_max_r,POSCAR_mp-1198740_Li7Nd3Zr2O12_Ta_Zr_min_e,0.07,1152.0,-1359.034912109375,-1359.060546875,mp-1198740_Li7Nd3Zr2O12_Ta_Zr_min_e_c6.1mm.1,mp-1198740_Li7Nd3Zr2O12_Ta_Zr_max_r_c6.1mm.1,No,No,No
LiAlO2,0.01,0.34,"['Li', 'Al']",Ge,Al,4.0,3.0,0.0,0.0,0.4,4,POSCAR_mp-3427_LiAlO2_Ge_Al_max_r,POSCAR_mp-3427_LiAlO2_Ge_Al_min_e,0.03,512.0,-839.8643188476562,-839.3861694335938,mp-3427_LiAlO2_Ge_Al_min_e_c4.1mm.1,mp-3427_LiAlO2_Ge_Al_max_r_c4.1mm.1,No,No,-0.47653053999999884
Li7La3Zr2O12,0.01,0.05,"['Li', 'Zr']",Hf,La,4.0,3.0,-0.28,0.28,0.2,8,POSCAR_mp-942733_Li7La3Zr2O12_Hf_La_max_r,POSCAR_mp-942733_Li7La3Zr2O12_Hf_La_min_e,0.04,1080.0,-1370.7020263671875,-1370.601318359375,mp-942733_Li7La3Zr2O12_Hf_La_min_e_c8.1mm.1,mp-942733_Li7La3Zr2O12_Hf_La_max_r_c8.1mm.1,No,No,No
Li7La3Zr2O12,0.01,0.05,"['Li', 'Zr']",V,Zr,5.0,4.0,-0.25,0.25,0.3,6,POSCAR_mp-942733_Li7La3Zr2O12_V_Zr_max_r,POSCAR_mp-942733_Li7La3Zr2O12_V_Zr_min_e,0.07,1080.0,-1360.910888671875,-1360.9456787109375,mp-942733_Li7La3Zr2O12_V_Zr_min_e_c6.1mm.1,mp-942733_Li7La3Zr2O12_V_Zr_max_r_c6.1mm.1,No,No,No
Li7La3Zr2O12,0.01,0.05,"['Li', 'Zr']",Ta,Zr,5.0,4.0,-0.11,0.11,0.17,6,POSCAR_mp-942733_Li7La3Zr2O12_Ta_Zr_max_r,POSCAR_mp-942733_Li7La3Zr2O12_Ta_Zr_min_e,0.07,1080.0,-1369.004638671875,-1368.9677734375,mp-942733_Li7La3Zr2O12_Ta_Zr_min_e_c6.1mm.1,mp-942733_Li7La3Zr2O12_Ta_Zr_max_r_c6.1mm.1,No,No,No
Li2IBr,0.01,-1.0,no,Mg,Li,2.0,1.0,-0.03,0.03,0.33,4,POSCAR_mp-1222669_Li2IBr_Mg_Li_max_r,POSCAR_mp-1222669_Li2IBr_Mg_Li_min_e,0.17,64.0,-45.73392868041992,-45.476654052734375,mp-1222669_Li2IBr_Mg_Li_min_e_c4.1mm.1,mp-1222669_Li2IBr_Mg_Li_max_r_c4.1mm.1,No,No,-0.27174065999999897